URL	Device	INP	CLS	LCP	Date
advocatechannel.com	desktop	91.22	91.6	76.1	2025-02-22
advocatechannel.com	mobile	78.55	83.00999999999999	88.45	2025-02-22
austin.culturemap.com	desktop	97.5097509750975	91.45	86.06	2025-02-22
austin.culturemap.com	mobile	92.96	99.1799179917992	85.42000000000002	2025-02-22
bestlifeonline.com	desktop	82.84171582841715	77.65223477652235	92.7	2025-02-22
bestlifeonline.com	mobile	81.54	90.0	91.78082191780824	2025-02-22
bestlocalthings.com	desktop	90.7	84.26	90.26	2025-02-22
bestlocalthings.com	mobile	90.77907790779078	84.39843984398439	90.93	2025-02-22
ca.billboard.com	desktop	93.34066593340664	94.38	91.49	2025-02-22
ca.billboard.com	mobile	92.4	90.24097590240976	90.26	2025-02-22
conversations.indy100.com	desktop	94.57	89.64	93.53	2025-02-22
conversations.indy100.com	mobile	94.86	96.76	95.24	2025-02-22
coveteur.com	desktop	92.93929392939296	88.32	91.33	2025-02-22
coveteur.com	mobile	87.78	81.87	82.91170882911709	2025-02-22
dallas.culturemap.com	desktop	97.55	92.43	85.52000000000001	2025-02-22
dallas.culturemap.com	mobile	92.05	99.15	86.85000000000001	2025-02-22
divine.health	desktop				2025-02-22
divine.health	mobile				2025-02-22
dot.la	desktop	96.6996699669967	87.31	90.48	2025-02-22
dot.la	mobile	89.19	84.8	87.53124687531246	2025-02-22
energycapitalhtx.com	desktop	97.44974497449743	76.8076807680768	40.3	2025-02-22
energycapitalhtx.com	mobile	95.03	78.65213478652134	88.83	2025-02-22
fortworth.culturemap.com	desktop	98.2	92.67	84.8	2025-02-22
fortworth.culturemap.com	mobile	91.12	97.96	84.32000000000001	2025-02-22
gaingels.com	desktop	96.9103089691031	94.73	95.71	2025-02-22
gaingels.com	mobile	94.47944794479449	95.43	96.77	2025-02-22
guides.brit.co	desktop	86.50999999999999	96.25	93.19	2025-02-22
guides.brit.co	mobile	88.27117288271172	93.94	91.21912191219124	2025-02-22
hamuesgyemant.hu	desktop	92.54074592540746	95.51955195519552	94.3	2025-02-22
hamuesgyemant.hu	mobile	84.00999999999999	82.61	91.88	2025-02-22
heatmap.news	desktop	97.54	89.72	94.48	2025-02-22
heatmap.news	mobile	95.04	96.92000000000002	95.54	2025-02-22
houston.culturemap.com	desktop	96.93	89.93899389938994	81.92	2025-02-22
houston.culturemap.com	mobile	92.34	95.91	84.11	2025-02-22
houston.innovationmap.com	desktop	97.64	97.02	81.15	2025-02-22
houston.innovationmap.com	mobile	96.65	80.33	90.01	2025-02-22
houston.sportsmap.com	desktop	95.93040695930408	84.92000000000002	92.46	2025-02-22
houston.sportsmap.com	mobile	95.6	94.21	91.56	2025-02-22
in.hu	desktop	87.36	88.02119788021199	93.07069293070693	2025-02-22
in.hu	mobile	86.13861386138615	82.27	86.0986098609861	2025-02-22
investingnews.com	desktop	95.02049795020498	87.27000000000001	83.38	2025-02-22
investingnews.com	mobile	88.55885588558856	90.09	90.68	2025-02-22
jjkellercompliancenetwork.com	desktop	97.05	81.72	78.69	2025-02-22
jjkellercompliancenetwork.com	mobile	89.65103489651035	91.43914391439144	87.78	2025-02-22
lakevillejournal.com	desktop	97.48	97.26	93.56	2025-02-22
lakevillejournal.com	mobile	94.5	97.34	97.37	2025-02-22
leaps.org	desktop	94.25201273169816	96.1340206185567	88.94637817497647	2025-02-22
leaps.org	mobile	85.81240609572869	98.37781266352695	92.78754132590916	2025-02-22
luzmedia.co	desktop	88.99000000000001	76.66000000000001	85.14	2025-02-22
luzmedia.co	mobile	89.60000000000001	82.78172182781721	86.33999999999999	2025-02-22
millertonnews.com	desktop	98.53000000000002	98.92	95.39	2025-02-22
millertonnews.com	mobile	90.72	97.38973897389738	95.75957595759576	2025-02-22
nofilmschool.com	desktop	89.24000000000001	63.34	93.87	2025-02-22
nofilmschool.com	mobile	84.75	72.85000000000001	92.12921292129214	2025-02-22
outvoices.us	desktop	95.84041595840417	91.35	91.71	2025-02-22
outvoices.us	mobile	87.0	94.94	91.91	2025-02-22
qc.rollingstone.com	desktop	93.59	84.0915908409159	87.98	2025-02-22
qc.rollingstone.com	mobile	94.76000000000002	90.00900090009	92.42	2025-02-22
reliabilityweb.com	desktop	95.39	90.39	80.74	2025-02-22
reliabilityweb.com	mobile	88.95889588958896	89.41	76.66	2025-02-22
responsiblestatecraft.org	desktop	97.78	95.9004099590041	94.07059294070594	2025-02-22
responsiblestatecraft.org	mobile	93.62063793620638	98.44	91.68	2025-02-22
rm.powertofly.com	desktop				2025-02-22
rm.powertofly.com	mobile				2025-02-22
sanantonio.culturemap.com	desktop	97.6	88.68	78.64	2025-02-22
sanantonio.culturemap.com	mobile	92.46924692469246	98.94	79.86201379862013	2025-02-22
secondnexus.com	desktop				2025-02-22
secondnexus.com	mobile				2025-02-22
spectrum.ieee.org	desktop	95.12	79.73	88.75	2025-02-22
spectrum.ieee.org	mobile	87.85121487851215	84.96150384961504	83.46000000000001	2025-02-22
storeys.com	desktop	95.1004899510049	72.36	93.58	2025-02-22
storeys.com	mobile	93.45934593459346	94.12058794120588	95.69	2025-02-22
thefulcrum.us	desktop	92.13	97.67	94.64	2025-02-22
thefulcrum.us	mobile	88.2	92.33923392339234	93.3893389338934	2025-02-22
upworthyscience.com	desktop	85.93	89.53895389538955	94.64	2025-02-22
upworthyscience.com	mobile	74.87	92.8	91.95	2025-02-22
vault12.com	desktop	93.75062493750626	90.55	86.4	2025-02-22
vault12.com	mobile	76.71	96.77	92.6007399260074	2025-02-22
worldcrunch.com	desktop	91.82081791820818	90.09	84.37843784378438	2025-02-22
worldcrunch.com	mobile	90.98	92.95070492950704	91.48	2025-02-22
www.7x7.com	desktop	96.07	91.85	94.81	2025-02-22
www.7x7.com	mobile	94.07	96.54	94.45	2025-02-22
www.advocate.com	desktop	93.94	79.5920407959204	91.44	2025-02-22
www.advocate.com	mobile	93.04	80.30000000000001	90.44	2025-02-22
www.allbusiness.com	desktop	92.23	81.43	85.66	2025-02-22
www.allbusiness.com	mobile	86.31	94.28000000000002	89.75999999999999	2025-02-22
www.alternet.org	desktop	92.03	75.77757775777577	89.1	2025-02-22
www.alternet.org	mobile	90.42904290429044	86.94869486948696	93.52	2025-02-22
www.brit.co	desktop	88.45	85.87	67.0	2025-02-22
www.brit.co	mobile	86.97	79.80000000000001	89.69	2025-02-22
www.comicsands.com	desktop	80.17	94.76	95.52	2025-02-22
www.comicsands.com	mobile	79.42	74.2974297429743	95.55	2025-02-22
www.commondreams.org	desktop	97.34	88.92999999999999	93.01	2025-02-22
www.commondreams.org	mobile	96.79	97.49	91.98	2025-02-22
www.conservativereview.com	desktop	96.42	97.31	89.5	2025-02-22
www.conservativereview.com	mobile	87.75	75.16248375162483	82.49	2025-02-22
www.dailyclimate.org	desktop	98.24	98.97	93.68	2025-02-22
www.dailyclimate.org	mobile	93.83	91.27912791279128	92.97	2025-02-22
www.ehn.org	desktop	97.19	82.55	90.92	2025-02-22
www.ehn.org	mobile	95.18048195180482	96.92	93.1	2025-02-22
www.gbnews.com	desktop	77.91	79.92	85.46000000000001	2025-02-22
www.gbnews.com	mobile	61.35	71.77	73.43	2025-02-22
www.georgetakei.com	desktop				2025-02-22
www.georgetakei.com	mobile				2025-02-22
www.glennbeck.com	desktop	90.05099490050995	85.75	88.7988798879888	2025-02-22
www.glennbeck.com	mobile	93.48934893489348	96.45	89.65	2025-02-22
www.goalcast.com	desktop	88.6011398860114	91.05910591059106	91.1991199119912	2025-02-22
www.goalcast.com	mobile	79.08	82.12	87.43	2025-02-22
www.gopenske.com	desktop	94.2	92.1	85.82	2025-02-22
www.gopenske.com	mobile	92.97	88.71	89.79	2025-02-22
www.gzeromedia.com	desktop	93.71	88.78	91.92	2025-02-22
www.gzeromedia.com	mobile	84.24000000000001	93.63	82.61	2025-02-22
www.healthywomen.org	desktop	93.88	90.92090790920908	91.02	2025-02-22
www.healthywomen.org	mobile	84.91	83.42	90.03	2025-02-22
www.hivplusmag.com	desktop	91.6	82.49	83.1	2025-02-22
www.hivplusmag.com	mobile	81.94819481948194	80.38	87.03129687031296	2025-02-22
