URL	Device	INP	CLS	LCP	Date
advocatechannel.com	desktop	93.49934993499348	89.91	76.82	2025-03-02
advocatechannel.com	mobile	80.2019798020198	83.28999999999999	88.54	2025-03-02
austin.culturemap.com	desktop	97.65	91.39	85.6	2025-03-02
austin.culturemap.com	mobile	93.52935293529356	99.0900909909009	86.08	2025-03-02
bestlifeonline.com	desktop	83.39999999999999	77.77000000000001	92.49	2025-03-02
bestlifeonline.com	mobile	82.65	89.57000000000001	92.61	2025-03-02
bestlocalthings.com	desktop	90.62	84.22157784221578	91.27087291270873	2025-03-02
bestlocalthings.com	mobile	89.77	84.89999999999999	91.82	2025-03-02
ca.billboard.com	desktop	94.59	94.46	92.31	2025-03-02
ca.billboard.com	mobile	92.75	90.49	90.12	2025-03-02
conversations.indy100.com	desktop	95.56	89.03109689031096	95.57	2025-03-02
conversations.indy100.com	mobile	97.9	96.26037396260374	93.03	2025-03-02
coveteur.com	desktop	93.73	88.96	90.96	2025-03-02
coveteur.com	mobile	87.96000000000001	81.28999999999999	82.83	2025-03-02
dallas.culturemap.com	desktop	97.33	91.32913291329132	85.83141685831417	2025-03-02
dallas.culturemap.com	mobile	92.24077592240776	99.12	86.36	2025-03-02
divine.health	desktop				2025-03-02
divine.health	mobile				2025-03-02
dot.la	desktop	96.55	88.05	90.17	2025-03-02
dot.la	mobile	88.57000000000001	86.61	87.97120287971204	2025-03-02
energycapitalhtx.com	desktop	96.33	77.85221477852215	36.38	2025-03-02
energycapitalhtx.com	mobile	96.19	75.55000000000001	92.35	2025-03-02
fortworth.culturemap.com	desktop	97.86	92.19	84.57000000000001	2025-03-02
fortworth.culturemap.com	mobile	90.24902490249023	97.92	84.8	2025-03-02
gaingels.com	desktop	97.09	95.0	95.65043495650434	2025-03-02
gaingels.com	mobile	92.65	93.53	96.53	2025-03-02
guides.brit.co	desktop	87.27000000000001	95.58	93.98	2025-03-02
guides.brit.co	mobile	88.05119488051196	93.81	91.07	2025-03-02
hamuesgyemant.hu	desktop	93.64063593640635	95.73957395739576	94.15058494150584	2025-03-02
hamuesgyemant.hu	mobile	85.06	82.5	90.86908690869087	2025-03-02
heatmap.news	desktop	97.35	90.8109189081092	93.76	2025-03-02
heatmap.news	mobile	95.52	97.1802819718028	95.37	2025-03-02
houston.culturemap.com	desktop	96.73	88.1	81.87000000000002	2025-03-02
houston.culturemap.com	mobile	92.33	96.19	84.12	2025-03-02
houston.innovationmap.com	desktop	97.48	97.09	78.92210778922109	2025-03-02
houston.innovationmap.com	mobile	96.71	84.11999999999999	90.94	2025-03-02
houston.sportsmap.com	desktop	94.89	84.26	90.17	2025-03-02
houston.sportsmap.com	mobile	95.39	93.95939593959396	91.15	2025-03-02
in.hu	desktop	86.3013698630137	80.70192980701931	93.45	2025-03-02
in.hu	mobile	86.45	80.19198080191981	80.21000000000001	2025-03-02
investingnews.com	desktop	95.19	85.16851685168515	83.17999999999999	2025-03-02
investingnews.com	mobile	88.49000000000001	88.19	90.86	2025-03-02
jjkellercompliancenetwork.com	desktop	97.09	81.73	77.76	2025-03-02
jjkellercompliancenetwork.com	mobile	89.79	91.43	87.03	2025-03-02
lakevillejournal.com	desktop	97.86	97.47	93.84938493849386	2025-03-02
lakevillejournal.com	mobile	94.16	97.6	97.20972097209722	2025-03-02
leaps.org	desktop	94.25201273169816	96.1340206185567	88.94637817497647	2025-03-02
leaps.org	mobile	85.81240609572869	98.37781266352695	92.78754132590916	2025-03-02
luzmedia.co	desktop	89.08109189081092	78.01	86.92999999999999	2025-03-02
luzmedia.co	mobile	85.89	81.12	86.18138186181382	2025-03-02
millertonnews.com	desktop	99.27	98.59	95.36	2025-03-02
millertonnews.com	mobile	89.27000000000001	97.43974397439744	95.42	2025-03-02
nofilmschool.com	desktop	89.34	62.39	93.98	2025-03-02
nofilmschool.com	mobile	84.96000000000001	73.32266773322668	92.47075292470753	2025-03-02
outvoices.us	desktop	96.44	90.6	92.69	2025-03-02
