URL	Device	INP	CLS	LCP	Date
advocatechannel.com	desktop	91.75	92.0	76.59	2025-02-15
advocatechannel.com	mobile	77.91	84.00840084008401	88.8	2025-02-15
austin.culturemap.com	desktop	97.52024797520248	92.15	86.2	2025-02-15
austin.culturemap.com	mobile	93.06	99.15008499150083	85.64	2025-02-15
bestlifeonline.com	desktop	83.28999999999999	80.04	92.09	2025-02-15
bestlifeonline.com	mobile	80.22	90.31	90.63	2025-02-15
bestlocalthings.com	desktop	88.15881588158815	84.63000000000001	91.16	2025-02-15
bestlocalthings.com	mobile	91.52	84.69000000000001	90.52905290529053	2025-02-15
ca.billboard.com	desktop	92.77	94.46	91.47	2025-02-15
ca.billboard.com	mobile	91.39	91.68	89.81	2025-02-15
conversations.indy100.com	desktop	96.42	88.86	93.93	2025-02-15
conversations.indy100.com	mobile	95.1995199519952	95.95	94.4094409440944	2025-02-15
coveteur.com	desktop	92.61	87.95879587958795	91.15	2025-02-15
coveteur.com	mobile	88.14999999999999	82.23	82.93	2025-02-15
dallas.culturemap.com	desktop	97.56	92.82928292829284	85.86	2025-02-15
dallas.culturemap.com	mobile	92.51	99.18	86.96000000000001	2025-02-15
divine.health	desktop				2025-02-15
divine.health	mobile				2025-02-15
dot.la	desktop	96.94	86.68	90.38	2025-02-15
dot.la	mobile	91.22087791220878	81.28187181281871	89.2010798920108	2025-02-15
energycapitalhtx.com	desktop	97.25	79.42794279427943	42.08579142085791	2025-02-15
energycapitalhtx.com	mobile	95.02	81.19	87.2	2025-02-15
fortworth.culturemap.com	desktop	98.01	93.25932593259326	84.2915708429157	2025-02-15
fortworth.culturemap.com	mobile	91.41	98.49	84.27	2025-02-15
gaingels.com	desktop	97.09	94.23	94.7805219478052	2025-02-15
gaingels.com	mobile	94.3	96.71	94.55054494550544	2025-02-15
guides.brit.co	desktop	86.44864486448645	96.31	93.78	2025-02-15
guides.brit.co	mobile	88.44999999999999	94.28942894289428	91.09	2025-02-15
hamuesgyemant.hu	desktop	92.42	95.45	93.68	2025-02-15
hamuesgyemant.hu	mobile	84.29842984298429	82.04820482048206	92.48	2025-02-15
heatmap.news	desktop	97.3	88.92999999999999	95.06049395060494	2025-02-15
heatmap.news	mobile	94.91	96.81000000000002	96.41	2025-02-15
houston.culturemap.com	desktop	97.02	89.78	82.50999999999999	2025-02-15
houston.culturemap.com	mobile	92.35	95.97	84.26	2025-02-15
houston.innovationmap.com	desktop	97.42	97.1897189718972	80.7	2025-02-15
houston.innovationmap.com	mobile	96.76	80.56000000000002	89.5989598959896	2025-02-15
houston.sportsmap.com	desktop	95.84958495849584	87.01	91.79	2025-02-15
houston.sportsmap.com	mobile	95.96	93.23	92.83928392839285	2025-02-15
in.hu	desktop	88.49000000000001	92.98	92.57	2025-02-15
in.hu	mobile	86.32000000000001	83.86	88.78	2025-02-15
investingnews.com	desktop	95.19	87.0	82.34	2025-02-15
investingnews.com	mobile	89.23	91.11	90.9	2025-02-15
jjkellercompliancenetwork.com	desktop	97.2002799720028	81.97819781978198	76.74	2025-02-15
jjkellercompliancenetwork.com	mobile	89.85000000000001	91.04	88.59	2025-02-15
lakevillejournal.com	desktop	97.64	97.43	93.37	2025-02-15
