URL	Device	INP	CLS	LCP	Date
advocatechannel.com	desktop	92.15	93.59	81.94	2025-02-06
advocatechannel.com	mobile	82.73	83.39	89.02109789021098	2025-02-06
austin.culturemap.com	desktop	97.53	92.02920292029202	86.52865286528652	2025-02-06
austin.culturemap.com	mobile	93.56	99.18	86.13	2025-02-06
bestlifeonline.com	desktop	84.0	82.94170582941706	92.25	2025-02-06
bestlifeonline.com	mobile	79.32000000000001	89.85101489851014	90.52	2025-02-06
bestlocalthings.com	desktop	89.03109689031096	85.1	91.74	2025-02-06
bestlocalthings.com	mobile	91.91	86.45135486451356	89.99000000000001	2025-02-06
ca.billboard.com	desktop	93.47	95.15	90.63	2025-02-06
ca.billboard.com	mobile	90.8	93.29	89.17	2025-02-06
conversations.indy100.com	desktop	93.88	90.02099790020998	93.52935293529356	2025-02-06
conversations.indy100.com	mobile	91.94080591940806	96.74	96.66033396660336	2025-02-06
coveteur.com	desktop	92.19	87.88	90.86	2025-02-06
coveteur.com	mobile	88.19	82.82828282828284	83.4	2025-02-06
dallas.culturemap.com	desktop	97.44	93.4206579342066	85.32	2025-02-06
dallas.culturemap.com	mobile	92.35	99.28	87.28	2025-02-06
divine.health	desktop				2025-02-06
divine.health	mobile				2025-02-06
dot.la	desktop	96.5	87.09	90.15	2025-02-06
dot.la	mobile	89.62	67.77	90.46	2025-02-06
energycapitalhtx.com	desktop	97.9102089791021	79.32000000000001	43.935606439356064	2025-02-06
energycapitalhtx.com	mobile	95.13	86.34	90.39	2025-02-06
fortworth.culturemap.com	desktop	97.8	93.69	83.44	2025-02-06
fortworth.culturemap.com	mobile	90.93	98.63	83.93	2025-02-06
gaingels.com	desktop	96.94	93.49065093490653	94.45	2025-02-06
gaingels.com	mobile	93.49	96.41	93.72062793720627	2025-02-06
guides.brit.co	desktop	87.24000000000001	96.16	93.2	2025-02-06
guides.brit.co	mobile	88.21	94.25	91.53084691530846	2025-02-06
hamuesgyemant.hu	desktop	91.84	96.34036596340368	94.29	2025-02-06
hamuesgyemant.hu	mobile	84.16	80.67999999999999	92.36076392360764	2025-02-06
heatmap.news	desktop	97.56	88.44	95.21	2025-02-06
heatmap.news	mobile	94.29	95.54	96.05039496050397	2025-02-06
houston.culturemap.com	desktop	97.24	89.92999999999999	82.63000000000001	2025-02-06
houston.culturemap.com	mobile	92.78	96.5003499650035	85.22	2025-02-06
houston.innovationmap.com	desktop	97.57	97.14	81.39	2025-02-06
houston.innovationmap.com	mobile	97.79	85.11148885111488	90.82908290829084	2025-02-06
houston.sportsmap.com	desktop	96.78	87.21	90.72907290729071	2025-02-06
houston.sportsmap.com	mobile	96.05	95.91	93.26932693269328	2025-02-06
in.hu	desktop	89.24	96.88968896889688	92.4892489248925	2025-02-06
in.hu	mobile	86.95869586958695	85.48	91.45085491450854	2025-02-06
investingnews.com	desktop	95.02	85.95	82.67173282671732	2025-02-06
investingnews.com	mobile	89.48	89.62	90.78907890789078	2025-02-06
jjkellercompliancenetwork.com	desktop	96.66	81.53	78.58000000000001	2025-02-06
jjkellercompliancenetwork.com	mobile	89.47	91.46	89.47894789478947	2025-02-06
lakevillejournal.com	desktop	97.02	97.48	93.48	2025-02-06
lakevillejournal.com	mobile	94.94050594940506	97.4897489748975	97.03	2025-02-06
leaps.org	desktop	94.25201273169816	96.1340206185567	88.94637817497647	2025-02-06
leaps.org	mobile	85.81240609572869	98.37781266352695	92.78754132590916	2025-02-06
luzmedia.co	desktop	87.01	73.07269273072693	76.72	2025-02-06
luzmedia.co	mobile	91.04910491049104	83.45	77.51	2025-02-06
millertonnews.com	desktop				2025-02-06
millertonnews.com	mobile				2025-02-06
nofilmschool.com	desktop	89.82	67.28327167283273	94.24942494249424	2025-02-06
nofilmschool.com	mobile	85.37	70.00299970002999	92.69	2025-02-06
outvoices.us	desktop	93.25	97.7	90.81	2025-02-06
outvoices.us	mobile	87.6	94.99	89.09	2025-02-06
qc.rollingstone.com	desktop	91.48	79.86	80.65	2025-02-06
qc.rollingstone.com	mobile	93.13	89.64999999999999	90.69	2025-02-06
reliabilityweb.com	desktop	94.34	90.03999999999999	80.45	2025-02-06
reliabilityweb.com	mobile	89.33106689331068	89.33	76.55999999999999	2025-02-06
responsiblestatecraft.org	desktop	97.55	95.72	93.9	2025-02-06
responsiblestatecraft.org	mobile	93.76	98.17	91.82	2025-02-06
rm.powertofly.com	desktop				2025-02-06
rm.powertofly.com	mobile				2025-02-06
sanantonio.culturemap.com	desktop	96.92969296929694	90.73	80.08999999999999	2025-02-06
sanantonio.culturemap.com	mobile	92.82	98.94	79.67203279672032	2025-02-06
secondnexus.com	desktop				2025-02-06
secondnexus.com	mobile				2025-02-06
spectrum.ieee.org	desktop	95.16	78.95789578957896	88.16881688168817	2025-02-06
spectrum.ieee.org	mobile	87.10000000000001	84.35843584358436	83.38166183381662	2025-02-06
storeys.com	desktop	96.11	74.5	94.3094309430943	2025-02-06
storeys.com	mobile	93.15	97.32026797320268	92.75072492750724	2025-02-06
thefulcrum.us	desktop	92.32	97.47	94.23	2025-02-06
thefulcrum.us	mobile	85.88	96.42	93.93	2025-02-06
upworthyscience.com	desktop	86.3	86.38	94.18941894189416	2025-02-06
upworthyscience.com	mobile	74.57000000000001	95.45	88.64886488648865	2025-02-06
vault12.com	desktop	94.35943594359436	88.53114688531146	83.72	2025-02-06
vault12.com	mobile	80.09	95.12	89.6010398960104	2025-02-06
worldcrunch.com	desktop	92.21	89.94	82.83171682831717	2025-02-06
worldcrunch.com	mobile	89.7910208979102	92.97	88.998899889989	2025-02-06
www.7x7.com	desktop	96.81	93.1	95.23	2025-02-06
www.7x7.com	mobile	94.86	95.7904209579042	94.93	2025-02-06
www.advocate.com	desktop	93.78	76.87	91.27087291270873	2025-02-06
www.advocate.com	mobile	93.000699930007	82.80999999999999	90.1	2025-02-06
www.allbusiness.com	desktop	92.43	79.74	84.21842184218423	2025-02-06
www.allbusiness.com	mobile	86.96130386961303	94.05059494050596	90.7	2025-02-06
www.alternet.org	desktop	91.89	76.25	89.81	2025-02-06
www.alternet.org	mobile	89.75102489751023	81.10000000000001	93.4	2025-02-06
www.brit.co	desktop	87.74000000000001	84.13841384138415	83.3	2025-02-06
www.brit.co	mobile	88.02	80.99809980998099	91.78082191780824	2025-02-06
www.comicsands.com	desktop	82.17000000000002	93.92	95.33	2025-02-06
www.comicsands.com	mobile	80.84	77.10000000000001	95.25	2025-02-06
www.commondreams.org	desktop	97.16	97.26027397260272	92.45	2025-02-06
www.commondreams.org	mobile	96.49	97.64	90.77	2025-02-06
www.conservativereview.com	desktop	96.43	97.45974597459748	88.97889788978898	2025-02-06
www.conservativereview.com	mobile	88.4	76.79	80.92190780921909	2025-02-06
www.dailyclimate.org	desktop	98.07	98.43	93.45	2025-02-06
www.dailyclimate.org	mobile	95.3904609539046	92.93	91.44	2025-02-06
www.ehn.org	desktop	96.69	81.19	90.32	2025-02-06
www.ehn.org	mobile	94.91	96.59000000000002	93.09	2025-02-06
www.gbnews.com	desktop	76.51	78.48	85.47854785478548	2025-02-06
www.gbnews.com	mobile	61.2	73.38	72.78272172782721	2025-02-06
www.georgetakei.com	desktop				2025-02-06
www.georgetakei.com	mobile				2025-02-06
www.glennbeck.com	desktop	90.63	86.2	88.03999999999999	2025-02-06
www.glennbeck.com	mobile	92.97	96.45	89.53	2025-02-06
www.goalcast.com	desktop	88.64000000000001	91.26	91.16	2025-02-06
www.goalcast.com	mobile	79.36000000000001	81.34	86.69133086691332	2025-02-06
www.gopenske.com	desktop	94.04	89.5	86.22862286228623	2025-02-06
www.gopenske.com	mobile	92.91	84.32	89.75	2025-02-06
