URL	Device	INP	CLS	LCP	Date
advocatechannel.com	desktop	92.65	93.38	81.66	2025-02-02
advocatechannel.com	mobile	85.58	84.96849684968498	89.39106089391062	2025-02-02
austin.culturemap.com	desktop	97.4997499749975	91.59	86.11000000000001	2025-02-02
austin.culturemap.com	mobile	93.22932293229324	99.04	85.95	2025-02-02
bestlifeonline.com	desktop	84.25	83.56	92.7	2025-02-02
bestlifeonline.com	mobile	79.38	89.94899489948995	90.74	2025-02-02
bestlocalthings.com	desktop	89.02	85.75857585758575	91.77	2025-02-02
bestlocalthings.com	mobile	92.53	86.92	89.58104189581043	2025-02-02
ca.billboard.com	desktop	93.55	95.46	90.69093090690932	2025-02-02
ca.billboard.com	mobile	91.51915191519151	92.69	90.11	2025-02-02
conversations.indy100.com	desktop	93.77	90.0	94.22	2025-02-02
conversations.indy100.com	mobile	91.46	96.44035596440357	96.71	2025-02-02
coveteur.com	desktop	92.05079492050795	87.96000000000001	90.82091790820918	2025-02-02
coveteur.com	mobile	88.36	82.85171482851715	83.56164383561644	2025-02-02
dallas.culturemap.com	desktop	97.66	93.35066493350664	86.16	2025-02-02
dallas.culturemap.com	mobile	92.2207779222078	99.23	87.37126287371262	2025-02-02
divine.health	desktop				2025-02-02
divine.health	mobile				2025-02-02
dot.la	desktop	97.26	86.3	94.31943194319432	2025-02-02
dot.la	mobile	89.74	68.41000000000001	90.42904290429044	2025-02-02
energycapitalhtx.com	desktop	98.36016398360164	78.97	43.09	2025-02-02
energycapitalhtx.com	mobile	95.25	85.21000000000001	89.87	2025-02-02
fortworth.culturemap.com	desktop	97.69023097690231	92.57	83.63000000000001	2025-02-02
fortworth.culturemap.com	mobile	91.0	98.63013698630137	83.75837583758374	2025-02-02
gaingels.com	desktop	97.21	93.59	94.49	2025-02-02
gaingels.com	mobile	94.66	95.99	93.48	2025-02-02
guides.brit.co	desktop	86.56	95.93959395939596	92.77	2025-02-02
guides.brit.co	mobile	87.57000000000001	94.27057294270573	91.23912391239124	2025-02-02
hamuesgyemant.hu	desktop	91.96	95.71	94.23942394239424	2025-02-02
hamuesgyemant.hu	mobile	84.45	80.26802680268025	92.73	2025-02-02
heatmap.news	desktop	97.24	88.16000000000001	95.07	2025-02-02
heatmap.news	mobile	93.41	94.96050394960504	95.68956895689568	2025-02-02
houston.culturemap.com	desktop	97.15	89.92100789921007	83.07169283071693	2025-02-02
houston.culturemap.com	mobile	92.73	96.83	85.5	2025-02-02
houston.innovationmap.com	desktop	97.7902209779022	96.86031396860317	80.13801380138013	2025-02-02
houston.innovationmap.com	mobile	97.89	85.14148585141487	90.08	2025-02-02
houston.sportsmap.com	desktop	97.02	87.01	91.44	2025-02-02
houston.sportsmap.com	mobile	95.82	95.63	93.21	2025-02-02
in.hu	desktop	89.4	97.81000000000002	92.72	2025-02-02
in.hu	mobile	87.01000000000002	85.65856585658567	91.78082191780824	2025-02-02
investingnews.com	desktop	95.01	85.37	82.94	2025-02-02
investingnews.com	mobile	89.41	88.86	90.4190419041904	2025-02-02
jjkellercompliancenetwork.com	desktop	96.7903209679032	80.61	78.34	2025-02-02
jjkellercompliancenetwork.com	mobile	89.21	90.7909209079092	90.47	2025-02-02
lakevillejournal.com	desktop	96.95	97.22	93.4	2025-02-02
lakevillejournal.com	mobile	96.73	97.59	96.07039296070393	2025-02-02
leaps.org	desktop	94.25201273169816	96.1340206185567	88.94637817497647	2025-02-02
leaps.org	mobile	85.81240609572869	98.37781266352695	92.78754132590916	2025-02-02
luzmedia.co	desktop	86.22	72.33000000000001	75.61243875612439	2025-02-02
luzmedia.co	mobile	92.48	83.2016798320168	76.11	2025-02-02
millertonnews.com	desktop				2025-02-02
millertonnews.com	mobile				2025-02-02
nofilmschool.com	desktop	89.69103089691032	69.01690169016901	93.91	2025-02-02
nofilmschool.com	mobile	85.53000000000002	70.1	92.87	2025-02-02
outvoices.us	desktop	93.05	97.26	90.57	2025-02-02
outvoices.us	mobile	89.69	95.4095409540954	89.27000000000001	2025-02-02
qc.rollingstone.com	desktop	91.21	79.07209279072093	80.24	2025-02-02
qc.rollingstone.com	mobile	92.61	88.92	90.1	2025-02-02
reliabilityweb.com	desktop	93.94	90.08	81.45814581458146	2025-02-02
reliabilityweb.com	mobile	88.59	88.88000000000001	77.81	2025-02-02
responsiblestatecraft.org	desktop	97.53024697530248	96.0	93.8	2025-02-02
responsiblestatecraft.org	mobile	93.72	98.17	92.37923792379236	2025-02-02
rm.powertofly.com	desktop				2025-02-02
rm.powertofly.com	mobile				2025-02-02
sanantonio.culturemap.com	desktop	96.77	89.91899189918992	80.43804380438044	2025-02-02
sanantonio.culturemap.com	mobile	93.08	99.02	80.26802680268027	2025-02-02
secondnexus.com	desktop				2025-02-02
secondnexus.com	mobile				2025-02-02
spectrum.ieee.org	desktop	95.35	79.47000000000001	88.46000000000001	2025-02-02
spectrum.ieee.org	mobile	87.8	84.6	83.56	2025-02-02
storeys.com	desktop	96.15	74.97	94.7994799479948	2025-02-02
storeys.com	mobile	93.14	97.32	92.57	2025-02-02
