URL	Device	INP	CLS	LCP	Date
advocatechannel.com	desktop	92.18	91.89	77.77000000000001	2025-02-12
advocatechannel.com	mobile	79.67	83.13000000000001	88.92110788921107	2025-02-12
austin.culturemap.com	desktop	97.28	92.04	86.50999999999999	2025-02-12
austin.culturemap.com	mobile	92.98	99.14	85.86	2025-02-12
bestlifeonline.com	desktop	83.84	81.67	92.04	2025-02-12
bestlifeonline.com	mobile	80.31	90.41	90.999099909991	2025-02-12
bestlocalthings.com	desktop	88.27000000000001	84.91	91.55915591559156	2025-02-12
bestlocalthings.com	mobile	91.67	85.26147385261474	90.15901590159017	2025-02-12
ca.billboard.com	desktop	93.22	94.45	91.22	2025-02-12
ca.billboard.com	mobile	91.18	92.48	89.54895489548954	2025-02-12
conversations.indy100.com	desktop	95.92	89.67896789678969	93.33	2025-02-12
conversations.indy100.com	mobile	93.18	95.94	94.55945594559456	2025-02-12
coveteur.com	desktop	92.11	88.16000000000001	91.06089391060894	2025-02-12
coveteur.com	mobile	88.25	82.71827182718272	83.02000000000001	2025-02-12
dallas.culturemap.com	desktop	97.42000000000002	93.28	85.39999999999999	2025-02-12
dallas.culturemap.com	mobile	92.55	99.18	87.16000000000001	2025-02-12
divine.health	desktop				2025-02-12
divine.health	mobile				2025-02-12
dot.la	desktop	96.55	85.97140285971403	90.3090309030903	2025-02-12
dot.la	mobile	89.86000000000001	76.67	89.49894989498951	2025-02-12
energycapitalhtx.com	desktop	97.11	81.2	44.2	2025-02-12
energycapitalhtx.com	mobile	95.67	82.41175882411758	89.34	2025-02-12
fortworth.culturemap.com	desktop	97.85	92.83	84.17999999999999	2025-02-12
fortworth.culturemap.com	mobile	91.43914391439144	98.46	84.15	2025-02-12
gaingels.com	desktop	97.28	93.35	94.38	2025-02-12
gaingels.com	mobile	94.0805919408059	96.26	94.83	2025-02-12
guides.brit.co	desktop	86.57000000000001	96.41	93.25	2025-02-12
guides.brit.co	mobile	88.46000000000001	94.34	91.36086391360864	2025-02-12
hamuesgyemant.hu	desktop	92.13921392139213	95.79	94.14	2025-02-12
hamuesgyemant.hu	mobile	84.28	81.30000000000001	92.45924592459248	2025-02-12
heatmap.news	desktop	97.2902709729027	88.41	95.09049095090492	2025-02-12
heatmap.news	mobile	95.07	96.30963096309632	96.46	2025-02-12
houston.culturemap.com	desktop	96.92969296929694	89.92999999999999	82.91	2025-02-12
houston.culturemap.com	mobile	92.71	96.11	84.45	2025-02-12
houston.innovationmap.com	desktop	97.16	96.96969696969698	81.17811781178118	2025-02-12
houston.innovationmap.com	mobile	97.23	81.42	89.84000000000002	2025-02-12
houston.sportsmap.com	desktop	95.88	87.06	91.27	2025-02-12
houston.sportsmap.com	mobile	95.96	93.13	92.95070492950704	2025-02-12
in.hu	desktop	88.26	95.010498950105	92.55	2025-02-12
in.hu	mobile	86.63000000000001	84.58845884588459	89.66000000000001	2025-02-12
investingnews.com	desktop	95.29	86.71	82.62173782621738	2025-02-12
investingnews.com	mobile	89.3	90.7	90.43095690430955	2025-02-12
jjkellercompliancenetwork.com	desktop	96.79	81.69999999999999	78.9	2025-02-12
jjkellercompliancenetwork.com	mobile	89.97	91.03910391039103	88.86000000000001	2025-02-12
lakevillejournal.com	desktop	97.53975397539756	97.4102589741026	93.5	2025-02-12
lakevillejournal.com	mobile	94.96050394960504	97.3	97.2897289728973	2025-02-12
leaps.org	desktop	94.25201273169816	96.1340206185567	88.94637817497647	2025-02-12
leaps.org	mobile	85.81240609572869	98.37781266352695	92.78754132590916	2025-02-12
luzmedia.co	desktop	89.0	74.79	79.77202279772023	2025-02-12
luzmedia.co	mobile	91.66	82.04179582041796	82.61	2025-02-12
millertonnews.com	desktop	97.9	98.43	94.1994199419942	2025-02-12
millertonnews.com	mobile	95.13951395139514	97.57	97.03	2025-02-12
nofilmschool.com	desktop	89.45	64.58	93.79	2025-02-12
nofilmschool.com	mobile	84.32000000000001	70.992900709929	92.24	2025-02-12
outvoices.us	desktop	92.61926192619262	92.85	89.28	2025-02-12
outvoices.us	mobile	87.64876487648766	95.39	89.76	2025-02-12
qc.rollingstone.com	desktop	91.94919491949194	80.03	81.67999999999999	2025-02-12
qc.rollingstone.com	mobile	94.75	88.75000000000001	91.77	2025-02-12
reliabilityweb.com	desktop	94.16	89.8	80.57000000000001	2025-02-12
reliabilityweb.com	mobile	90.02	89.33	76.58	2025-02-12
responsiblestatecraft.org	desktop	97.62	95.39	94.1094109410941	2025-02-12
responsiblestatecraft.org	mobile	93.74	98.31	91.74	2025-02-12
rm.powertofly.com	desktop				2025-02-12
rm.powertofly.com	mobile				2025-02-12
sanantonio.culturemap.com	desktop	96.03	88.75887588758876	79.16	2025-02-12
sanantonio.culturemap.com	mobile	92.92	98.89	79.55	2025-02-12
secondnexus.com	desktop				2025-02-12
secondnexus.com	mobile				2025-02-12
spectrum.ieee.org	desktop	95.23	78.74	88.11	2025-02-12
spectrum.ieee.org	mobile	86.94	83.26832683268327	82.98	2025-02-12
storeys.com	desktop	95.71042895710428	74.13741374137413	94.07	2025-02-12
storeys.com	mobile	93.95060493950604	95.09	95.64956495649564	2025-02-12
thefulcrum.us	desktop	92.01	97.44	94.39	2025-02-12
thefulcrum.us	mobile	86.7013298670133	95.45	93.61	2025-02-12
upworthyscience.com	desktop	86.42	86.92869286928693	95.3	2025-02-12
upworthyscience.com	mobile	72.94	95.17	91.35	2025-02-12
vault12.com	desktop	94.52	89.46105389461054	84.57000000000001	2025-02-12
vault12.com	mobile	78.84211578842115	95.82958295829584	90.6109389061094	2025-02-12
worldcrunch.com	desktop	92.0	89.85	83.44	2025-02-12
worldcrunch.com	mobile	90.28	93.11	89.92999999999999	2025-02-12
www.7x7.com	desktop	96.53965396539654	92.69	95.05	2025-02-12
www.7x7.com	mobile	94.32	96.25	94.97	2025-02-12
www.advocate.com	desktop	94.01940194019402	77.7	91.7	2025-02-12
www.advocate.com	mobile	93.11931193119312	81.24812481248124	90.21	2025-02-12
www.allbusiness.com	desktop	92.35	80.47000000000001	84.59	2025-02-12
www.allbusiness.com	mobile	86.73	94.34056594340564	90.03	2025-02-12
www.alternet.org	desktop	92.08	75.69	89.5	2025-02-12
www.alternet.org	mobile	90.2	85.44	93.4206579342066	2025-02-12
www.brit.co	desktop	88.6	84.87	76.1	2025-02-12
www.brit.co	mobile	88.03	80.13198680131987	90.89	2025-02-12
www.comicsands.com	desktop	81.09810981098109	94.54	95.69	2025-02-12
www.comicsands.com	mobile	80.7	76.2	95.44954495449544	2025-02-12
www.commondreams.org	desktop	97.27	96.95	92.61	2025-02-12
www.commondreams.org	mobile	96.56034396560344	97.64	91.23	2025-02-12
www.conservativereview.com	desktop	96.18038196180382	97.22	89.18	2025-02-12
www.conservativereview.com	mobile	88.69113088691131	77.24	80.76	2025-02-12
www.dailyclimate.org	desktop	98.05	98.5	93.82	2025-02-12
www.dailyclimate.org	mobile	94.24	91.86	91.84	2025-02-12
www.ehn.org	desktop	96.61	82.04	90.4	2025-02-12
www.ehn.org	mobile	95.34	96.76	93.2	2025-02-12
www.gbnews.com	desktop	76.58234176582341	78.88000000000001	85.46000000000001	2025-02-12
www.gbnews.com	mobile	60.940000000000005	73.18731873187319	73.11268873112688	2025-02-12
www.georgetakei.com	desktop				2025-02-12
www.georgetakei.com	mobile				2025-02-12
www.glennbeck.com	desktop	90.95	85.7	88.72	2025-02-12
www.glennbeck.com	mobile	93.2	96.58	89.49000000000001	2025-02-12
www.goalcast.com	desktop	88.34	91.21	91.18	2025-02-12
www.goalcast.com	mobile	78.36	81.88818881888189	86.55000000000001	2025-02-12
www.gopenske.com	desktop	94.03940394039404	91.53	86.2	2025-02-12
www.gopenske.com	mobile	92.5	88.07000000000001	89.68	2025-02-12
www.gzeromedia.com	desktop	93.21	90.08099190080992	91.86918691869188	2025-02-12
www.gzeromedia.com	mobile	84.41000000000001	93.70062993700633	84.00000000000001	2025-02-12
www.healthywomen.org	desktop	92.45924592459248	90.16	89.98	2025-02-12
www.healthywomen.org	mobile	85.16851685168517	83.56	89.12	2025-02-12
www.hivplusmag.com	desktop	92.22	83.62836283628363	85.49	2025-02-12
www.hivplusmag.com	mobile	82.24000000000001	81.2	86.58	2025-02-12
www.houstoncitybook.com	desktop	98.04	92.79	95.05	2025-02-12
www.houstoncitybook.com	mobile	90.9109089091091	99.32	94.12	2025-02-12
www.indy100.com	desktop	89.61	79.07000000000001	94.5105489451055	2025-02-12
www.indy100.com	mobile	78.82000000000001	78.63	90.6	2025-02-12
www.laverita.info	desktop	89.28	81.22	84.15	2025-02-12
www.laverita.info	mobile	68.83	95.73957395739572	90.39	2025-02-12
www.louderwithcrowder.com	desktop	96.45	88.64999999999999	91.79	2025-02-12
www.louderwithcrowder.com	mobile	96.1	90.05	90.05	2025-02-12
www.lovemeow.com	desktop	88.18118188181182	90.96090390960904	91.94080591940806	2025-02-12
www.lovemeow.com	mobile	81.99000000000001	81.62	92.79	2025-02-12
www.mtlblog.com	desktop	96.30963096309632	74.79	92.55	2025-02-12
www.mtlblog.com	mobile	80.86808680868087	80.57	94.03940394039404	2025-02-12
www.myrecipemagic.com	desktop	92.88	97.5897589758976	85.32	2025-02-12
www.myrecipemagic.com	mobile	90.29	99.25	90.38	2025-02-12
www.narcity.com	desktop	95.6004399560044	75.29	91.67000000000002	2025-02-12
www.narcity.com	mobile	82.28000000000002	85.26	94.72	2025-02-12
www.nationalmemo.com	desktop	86.68133186681332	85.11	87.72122787721227	2025-02-12
www.nationalmemo.com	mobile	92.37076292370764	61.7938206179382	93.01930193019302	2025-02-12
www.newsworthy.org.au	desktop				2025-02-12
www.newsworthy.org.au	mobile				2025-02-12
www.okayafrica.com	desktop	93.54	90.73907390739076	90.51905190519052	2025-02-12
www.okayafrica.com	mobile	70.38	89.69103089691032	80.07199280071993	2025-02-12
www.okayplayer.com	desktop	91.94080591940806	93.63	82.9082908290829	2025-02-12
www.okayplayer.com	mobile	85.7	89.17	82.25	2025-02-12
www.out.com	desktop	91.2	83.7016298370163	89.96	2025-02-12
www.out.com	mobile	76.82768276827682	78.17	89.31	2025-02-12
www.outtraveler.com	desktop	93.49	80.53	90.24097590240976	2025-02-12
www.outtraveler.com	mobile	86.12	78.82000000000001	87.33999999999999	2025-02-12
www.panorama.it	desktop	90.44	77.08	88.82	2025-02-12
www.panorama.it	mobile	77.68	89.86	93.92	2025-02-12
www.papermag.com	desktop	94.67946794679467	81.88	92.63926392639264	2025-02-12
www.papermag.com	mobile	87.82	90.43	87.46000000000001	2025-02-12
www.penskelogistics.com	desktop	97.68	96.45	94.93	2025-02-12
www.penskelogistics.com	mobile	94.25057494250576	91.24	91.27	2025-02-12
www.pensketruckleasing.com	desktop	97.38	90.45904590459044	95.18	2025-02-12
www.pensketruckleasing.com	mobile	96.83031696830318	92.88	71.65	2025-02-12
www.pensketruckrental.com	desktop	88.57000000000001	76.85	89.35	2025-02-12
